date,store_id,sku_id,category,region,store_tier,base_price,promo_price,is_promotional_flag,discount_pct,display_location_type,units_sold,true_demand,inventory_on_hand,is_weekend,is_salary_day,is_holiday,revenue,base_margin_pct,realized_margin_pct,profit
2023-01-17,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,51,54,248,0,0,0,8406.84,0.173,0.173,1454.38
2023-01-17,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,49,53,342,0,0,0,11642.89,0.251,0.251,2922.37
2023-01-17,S000,SKU017,Beverages,North,Metro,95.97,57.58,1,40.0,,34,34,86,0,0,0,1957.72,0.197,0.02,39.15
2023-01-17,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,Shelf-talker,47,49,247,0,0,0,6692.8,0.233,0.233,1559.42
2023-01-17,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,Floor-stack,50,53,266,0,0,0,1741.0,0.331,0.331,576.27
2023-01-18,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,Floor-stack,47,49,199,0,0,0,7747.48,0.173,0.173,1340.31
2023-01-18,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,End-cap,45,48,294,0,0,0,10692.45,0.251,0.251,2683.8
2023-01-18,S000,SKU017,Beverages,North,Metro,95.97,57.58,1,40.0,Floor-stack,52,52,35,0,0,0,2994.16,0.197,0.02,59.88
2023-01-18,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,61,64,183,0,0,0,8686.4,0.233,0.233,2023.93
2023-01-18,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,44,47,219,0,0,0,1532.08,0.331,0.331,507.12
2023-01-19,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,49,51,148,0,0,0,8077.16,0.173,0.173,1397.35
2023-01-19,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,End-cap,77,82,212,0,0,0,18295.97,0.251,0.251,4592.29
2023-01-19,S000,SKU017,Beverages,North,Metro,95.97,57.58,1,40.0,End-cap,35,43,0,0,0,0,2015.3,0.197,0.02,40.31
2023-01-19,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,End-cap,44,46,137,0,0,0,6265.6,0.233,0.233,1459.88
2023-01-19,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,End-cap,35,37,182,0,0,0,1218.7,0.331,0.331,403.39
2023-01-20,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,End-cap,35,35,113,0,0,0,5769.4,0.173,0.173,998.11
2023-01-20,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,50,50,162,0,0,0,11880.5,0.251,0.251,2982.01
2023-01-20,S000,SKU017,Beverages,North,Metro,95.97,57.58,1,40.0,End-cap,0,45,0,0,0,0,0.0,0.197,0.02,0.0
2023-01-20,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,57,57,80,0,0,0,8116.8,0.233,0.233,1891.21
2023-01-20,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,58,58,124,0,0,0,2019.56,0.331,0.331,668.47
2023-01-21,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,77,77,36,1,0,0,12692.68,0.173,0.173,2195.83
2023-01-21,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,71,71,90,1,0,0,16870.31,0.251,0.251,4234.45
2023-01-21,S000,SKU017,Beverages,North,Metro,95.97,57.58,1,40.0,,0,53,0,1,0,0,0.0,0.197,0.02,0.0
2023-01-21,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,43,43,37,1,0,0,6123.2,0.233,0.233,1426.71
2023-01-21,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,64,64,60,1,0,0,2228.48,0.331,0.331,737.63
2023-01-22,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,52,52,278,1,0,0,8571.68,0.173,0.173,1482.9
2023-01-22,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,End-cap,72,72,415,1,0,0,17107.92,0.251,0.251,4294.09
2023-01-22,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,Floor-stack,32,32,115,1,0,0,3071.04,0.197,0.197,604.99
2023-01-22,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,Shelf-talker,89,89,382,1,0,0,12673.6,0.233,0.233,2952.95
2023-01-22,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,73,73,369,1,0,0,2541.86,0.331,0.331,841.36
2023-01-23,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,Shelf-talker,48,48,229,0,0,0,7912.32,0.173,0.173,1368.83
2023-01-23,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,40,40,375,0,0,0,9504.4,0.251,0.251,2385.6
2023-01-23,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,20,20,95,0,0,0,1919.4,0.197,0.197,378.12
2023-01-23,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,Floor-stack,75,75,307,0,0,0,10680.0,0.233,0.233,2488.44
2023-01-23,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,End-cap,56,56,313,0,0,0,1949.92,0.331,0.331,645.42
2023-01-24,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,54,54,175,0,0,0,8901.36,0.173,0.173,1539.94
2023-01-24,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,Floor-stack,51,51,324,0,0,0,12118.11,0.251,0.251,3041.65
2023-01-24,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,19,19,76,0,0,0,1823.43,0.197,0.197,359.22
2023-01-24,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,63,63,244,0,0,0,8971.2,0.233,0.233,2090.29
2023-01-24,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,End-cap,45,45,268,0,0,0,1566.9,0.331,0.331,518.64
2023-01-25,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,39,39,137,0,0,0,6428.76,0.173,0.173,1112.18
2023-01-25,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,61,61,263,0,0,0,14494.21,0.251,0.251,3638.05
2023-01-25,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,Shelf-talker,19,19,57,0,0,0,1823.43,0.197,0.197,359.22
2023-01-25,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,83,83,161,0,0,0,11819.2,0.233,0.233,2753.87
2023-01-25,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,56,56,212,0,0,0,1949.92,0.331,0.331,645.42
2023-01-26,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,42,42,94,0,0,0,6923.28,0.173,0.173,1197.73
2023-01-26,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,58,58,205,0,0,0,13781.38,0.251,0.251,3459.13
2023-01-26,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,19,19,38,0,0,0,1823.43,0.197,0.197,359.22
2023-01-26,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,77,77,84,0,0,0,10964.8,0.233,0.233,2554.8
2023-01-26,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,Floor-stack,42,42,170,0,0,0,1462.44,0.331,0.331,484.07
2023-01-27,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,Shelf-talker,48,48,46,0,0,0,7912.32,0.173,0.173,1368.83
2023-01-27,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,Floor-stack,33,33,172,0,0,0,7841.13,0.251,0.251,1968.12
2023-01-27,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,End-cap,17,17,21,0,0,0,1631.49,0.197,0.197,321.4
2023-01-27,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,68,68,16,0,0,0,9683.2,0.233,0.233,2256.19
2023-01-27,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,56,56,114,0,0,0,1949.92,0.331,0.331,645.42
2023-01-28,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,46,101,0,1,1,0,7582.64,0.173,0.173,1311.8
2023-01-28,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,72,72,100,1,1,0,17107.92,0.251,0.251,4294.09
2023-01-28,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,21,27,0,1,1,0,2015.37,0.197,0.197,397.03
2023-01-28,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,Shelf-talker,16,86,0,1,1,0,2278.4,0.233,0.233,530.87
2023-01-28,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,Shelf-talker,76,76,38,1,1,0,2646.32,0.331,0.331,875.93
2023-01-29,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,66,70,320,1,1,0,10879.44,0.173,0.173,1882.14
2023-01-29,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,88,95,501,1,1,0,20909.68,0.251,0.251,5248.33
2023-01-29,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,29,30,133,1,1,0,2783.13,0.197,0.197,548.28
2023-01-29,S000,SKU020,Beverages,North,Metro,142.4,128.16,1,10.0,,146,146,325,1,1,0,18711.36,0.233,0.173,3237.07
2023-01-29,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,93,98,314,1,1,0,3238.26,0.331,0.331,1071.86
2023-01-30,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,Floor-stack,68,71,249,0,1,0,11209.12,0.173,0.173,1939.18
2023-01-30,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,71,74,427,0,1,0,16870.31,0.251,0.251,4234.45
2023-01-30,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,End-cap,25,26,107,0,1,0,2399.25,0.197,0.197,472.65
2023-01-30,S000,SKU020,Beverages,North,Metro,142.4,128.16,1,10.0,,143,143,182,0,1,0,18326.88,0.233,0.173,3170.55
2023-01-30,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,End-cap,51,54,260,0,1,0,1775.82,0.331,0.331,587.8
2023-01-31,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,End-cap,65,67,182,0,1,0,10714.6,0.173,0.173,1853.63
2023-01-31,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,78,81,346,0,1,0,18533.58,0.251,0.251,4651.93
2023-01-31,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,28,29,77,0,1,0,2687.16,0.197,0.197,529.37
2023-01-31,S000,SKU020,Beverages,North,Metro,142.4,128.16,1,10.0,Shelf-talker,126,126,56,0,1,0,16148.16,0.233,0.173,2793.63
2023-01-31,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,46,48,212,0,1,0,1601.72,0.331,0.331,530.17
2023-02-01,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,Shelf-talker,57,60,122,0,1,0,9395.88,0.173,0.173,1625.49
2023-02-01,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,53,56,290,0,1,0,12593.33,0.251,0.251,3160.93
2023-02-01,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,End-cap,24,26,52,0,1,0,2303.28,0.197,0.197,453.75
2023-02-01,S000,SKU020,Beverages,North,Metro,142.4,128.16,1,10.0,Shelf-talker,56,145,0,0,1,0,7176.96,0.233,0.173,1241.61
2023-02-01,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,58,60,152,0,1,0,2019.56,0.331,0.331,668.47
2023-02-02,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,Shelf-talker,46,46,76,0,1,0,7582.64,0.173,0.173,1311.8
2023-02-02,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,83,83,207,0,1,0,19721.63,0.251,0.251,4950.13
2023-02-02,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,22,22,29,0,1,0,2111.34,0.197,0.197,415.93
2023-02-02,S000,SKU020,Beverages,North,Metro,142.4,128.16,1,10.0,,0,147,0,0,1,0,0.0,0.233,0.173,0.0
2023-02-02,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,Shelf-talker,72,72,80,0,1,0,2507.04,0.331,0.331,829.83
2023-02-03,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,End-cap,57,57,19,0,0,0,9395.88,0.173,0.173,1625.49
2023-02-03,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,57,57,149,0,0,0,13543.77,0.251,0.251,3399.49
2023-02-03,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,17,17,12,0,0,0,1631.49,0.197,0.197,321.4
2023-02-03,S000,SKU020,Beverages,North,Metro,142.4,85.44,1,40.0,Floor-stack,0,155,0,0,0,0,0.0,0.233,0.02,0.0
2023-02-03,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,End-cap,27,27,52,0,0,0,940.14,0.331,0.331,311.19
2023-02-04,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,19,43,0,1,0,0,3131.96,0.173,0.173,541.83
2023-02-04,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,92,92,57,1,0,0,21860.12,0.251,0.251,5486.89
2023-02-04,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,End-cap,12,27,0,1,0,0,1151.64,0.197,0.197,226.87
2023-02-04,S000,SKU020,Beverages,North,Metro,142.4,85.44,1,40.0,,0,240,0,1,0,0,0.0,0.233,0.02,0.0
2023-02-04,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,52,79,0,1,0,0,1810.64,0.331,0.331,599.32
2023-02-05,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,93,97,292,1,0,1,15330.12,0.173,0.173,2652.11
2023-02-05,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,Shelf-talker,86,91,329,1,0,1,20434.46,0.251,0.251,5129.05
2023-02-05,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,31,32,106,1,0,1,2975.07,0.197,0.197,586.09
2023-02-05,S000,SKU020,Beverages,North,Metro,142.4,85.44,1,40.0,,244,244,229,1,0,1,20847.36,0.233,0.02,416.95
2023-02-05,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,End-cap,79,84,359,1,0,1,2750.78,0.331,0.331,910.51
2023-02-06,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,End-cap,47,50,242,0,0,0,7747.48,0.173,0.173,1340.31
2023-02-06,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,Floor-stack,35,37,293,0,0,0,8316.35,0.251,0.251,2087.4
2023-02-06,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,End-cap,20,21,85,0,0,0,1919.4,0.197,0.197,378.12
2023-02-06,S000,SKU020,Beverages,North,Metro,142.4,85.44,1,40.0,Shelf-talker,162,162,67,0,0,0,13841.28,0.233,0.02,276.83
2023-02-06,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,41,44,315,0,0,0,1427.62,0.331,0.331,472.54
2023-02-07,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,End-cap,25,25,217,0,0,0,4121.0,0.173,0.173,712.93
2023-02-07,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,67,67,226,0,0,0,15919.87,0.251,0.251,3995.89
2023-02-07,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,22,22,63,0,0,0,2111.34,0.197,0.197,415.93
2023-02-07,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,52,52,14,0,0,0,7404.8,0.233,0.233,1725.32
